Age,Gender,Menstrual,Sleep_Hours,Water_Intake,Steps,Exercise_Hrs,Behaviour,Character,Mood,Favourite_Food
23,Female,Yes,6.5,2.5,9559,1.5,Harsh,Friendly,Sad,Salad
59,Male,N/A,8.3,0.6,7271,2.4,Calm,Calm,Sad,Ice Cream
29,Transgender,N/A,5.6,1.8,6367,0.8,Calm,Friendly,Sad,Pizza
18,Transgender,N/A,4.8,2.8,10242,2.0,Polite,Calm,Smile,Salad
15,Female,No,7.7,3.5,2483,1.7,Polite,Calm,Happy,Dosa
56,Male,N/A,8.6,0.5,11336,1.4,Rude,Calm,Joy,Ice Cream
24,Female,No,6.6,3.4,3102,2.0,Rude,Friendly,Sad,Smoothie
49,Female,No,5.7,2.7,12361,2.5,Harsh,Calm,Sad,Ice Cream
25,Male,N/A,5.6,3.8,4603,0.9,Harsh,Calm,Joy,Smoothie
37,Male,N/A,4.4,2.6,1779,1.0,Calm,Friendly,Joy,Salad
24,Female,NA,4.8,1.8,12538,2.8,Harsh,Friendly,Smile,Biryani
48,Transgender,N/A,6.2,2.2,8464,2.4,Polite,Good,Joy,Pasta
45,Female,No,5.9,3.0,13173,1.7,Calm,Good,Smile,Fried Rice
46,Transgender,N/A,5.6,3.7,6756,1.0,Rude,Friendly,Sad,Dosa
60,Male,N/A,4.3,3.8,6125,0.3,Harsh,Friendly,Happy,Sushi
58,Female,Yes,7.0,3.6,14723,2.4,Polite,Calm,Joy,Ice Cream
60,Male,N/A,6.6,1.3,9495,0.7,Polite,Friendly,Smile,Burger
41,Transgender,N/A,6.9,3.3,8438,1.0,Harsh,Good,Happy,Burger
51,Male,N/A,4.1,3.1,5827,0.0,Rude,Good,Smile,Burger
53,Female,NA,6.9,3.4,12158,2.1,Harsh,Good,Sad,Ice Cream
17,Transgender,N/A,5.8,3.7,4528,2.0,Calm,Friendly,Smile,Smoothie
58,Transgender,N/A,8.4,1.1,13879,1.4,Polite,Friendly,Happy,Pizza
37,Male,N/A,5.0,3.9,6239,2.3,Rude,Good,Smile,Biryani
31,Male,N/A,5.5,1.4,6400,0.4,Rude,Friendly,Happy,Ice Cream
13,Transgender,N/A,6.1,3.9,11760,2.7,Polite,Good,Smile,Smoothie
47,Female,No,8.9,2.7,2278,0.4,Rude,Friendly,Happy,Salad
53,Female,Yes,7.7,3.6,14977,1.7,Calm,Friendly,Joy,Fried Rice
46,Male,N/A,8.2,3.3,4340,2.5,Polite,Calm,Sad,Ice Cream
15,Male,N/A,5.2,3.7,3582,2.9,Polite,Friendly,Joy,Biryani
14,Female,No,4.5,0.6,4130,0.6,Rude,Calm,Happy,Ice Cream
60,Male,N/A,7.5,1.8,10659,0.5,Polite,Good,Joy,Burger
49,Male,N/A,4.4,0.9,3962,0.7,Calm,Calm,Sad,Pizza
34,Female,NA,8.6,3.9,11133,0.4,Calm,Good,Happy,Sushi
27,Male,N/A,6.6,3.3,14185,1.8,Calm,Friendly,Sad,Pasta
51,Transgender,N/A,7.7,3.8,2507,1.9,Calm,Friendly,Joy,Pasta
36,Male,N/A,6.2,1.2,14009,2.9,Calm,Good,Smile,Biryani
47,Female,No,6.3,2.6,11309,0.5,Polite,Good,Smile,Dosa
15,Male,N/A,5.5,2.4,4417,1.7,Polite,Calm,Joy,Fried Rice
30,Female,NA,8.1,2.7,10723,1.1,Polite,Good,Joy,Burger
20,Male,N/A,4.8,2.2,13524,2.2,Calm,Friendly,Smile,Dosa
48,Male,N/A,6.1,2.8,2731,1.5,Calm,Friendly,Smile,Sushi
58,Male,N/A,8.9,1.4,1126,1.0,Calm,Calm,Joy,Ice Cream
15,Transgender,N/A,6.1,0.5,11085,1.2,Calm,Good,Happy,Biryani
17,Female,No,6.3,1.0,2109,2.2,Calm,Good,Smile,Dosa
43,Transgender,N/A,4.4,3.7,5091,1.3,Polite,Good,Smile,Burger
47,Transgender,N/A,4.8,1.7,3389,0.2,Polite,Friendly,Sad,Smoothie
21,Male,N/A,8.9,0.9,13037,1.5,Harsh,Calm,Happy,Dosa
55,Female,Yes,4.6,1.6,10560,0.1,Rude,Friendly,Happy,Dosa
26,Female,NA,8.2,3.3,1885,2.1,Harsh,Calm,Joy,Sushi
45,Female,No,8.3,0.9,5072,1.0,Harsh,Good,Happy,Pizza
60,Transgender,N/A,4.1,3.3,5548,2.9,Rude,Calm,Joy,Pizza
58,Transgender,N/A,5.2,2.8,7695,1.7,Rude,Friendly,Joy,Biryani
28,Male,N/A,6.5,2.1,7539,1.3,Polite,Calm,Joy,Fried Rice
48,Transgender,N/A,8.0,3.5,12637,1.7,Calm,Friendly,Smile,Ice Cream
18,Male,N/A,8.4,0.6,5177,2.5,Calm,Good,Joy,Pizza
59,Transgender,N/A,4.6,3.3,9293,1.6,Harsh,Friendly,Sad,Salad
18,Transgender,N/A,6.5,1.0,13763,2.8,Rude,Calm,Joy,Smoothie
51,Female,No,8.5,2.8,10864,1.7,Harsh,Calm,Smile,Burger
45,Transgender,N/A,4.7,1.1,10553,1.7,Rude,Calm,Sad,Smoothie
24,Transgender,N/A,4.4,2.3,7285,1.7,Harsh,Good,Sad,Smoothie
52,Male,N/A,8.0,3.9,13391,1.7,Harsh,Friendly,Joy,Sushi
54,Female,No,5.5,1.6,8925,1.8,Calm,Calm,Happy,Salad
27,Male,N/A,6.5,2.4,11501,2.7,Polite,Calm,Joy,Biryani
22,Male,N/A,8.2,2.4,1923,2.5,Rude,Friendly,Happy,Sushi
44,Transgender,N/A,7.6,1.2,2781,1.0,Rude,Good,Sad,Biryani
33,Female,No,5.4,2.8,3516,0.4,Polite,Friendly,Joy,Dosa
40,Male,N/A,5.5,2.0,1822,2.1,Rude,Calm,Joy,Dosa
48,Male,N/A,6.2,2.8,6061,2.8,Polite,Calm,Joy,Biryani
34,Female,Yes,6.3,0.7,7015,2.8,Harsh,Friendly,Sad,Pizza
32,Male,N/A,4.6,1.0,2062,1.9,Rude,Calm,Sad,Ice Cream
53,Male,N/A,9.0,3.9,1218,0.1,Rude,Friendly,Sad,Sushi
55,Male,N/A,6.6,2.2,8850,0.2,Calm,Calm,Joy,Biryani
39,Female,No,8.0,0.6,4537,2.8,Polite,Friendly,Smile,Biryani
52,Transgender,N/A,6.9,2.0,8930,1.1,Polite,Calm,Joy,Pizza
38,Female,No,5.4,1.7,11570,0.6,Rude,Calm,Sad,Burger
21,Male,N/A,5.9,1.4,5587,0.6,Calm,Calm,Smile,Pasta
27,Transgender,N/A,6.3,1.7,9659,0.1,Polite,Friendly,Happy,Biryani
54,Transgender,N/A,7.0,3.1,8695,1.1,Calm,Calm,Happy,Ice Cream
28,Transgender,N/A,7.8,2.8,9776,2.7,Rude,Friendly,Joy,Dosa
19,Transgender,N/A,7.6,1.5,1365,2.1,Calm,Good,Happy,Fried Rice
26,Female,No,8.0,1.3,12739,1.4,Polite,Friendly,Sad,Burger
36,Transgender,N/A,5.7,1.6,8180,1.7,Rude,Friendly,Sad,Burger
50,Male,N/A,5.9,3.9,12914,0.1,Polite,Good,Happy,Biryani
38,Male,N/A,6.8,2.4,9562,1.9,Polite,Friendly,Smile,Biryani
14,Transgender,N/A,5.1,0.7,14180,1.8,Calm,Friendly,Happy,Smoothie
34,Female,NA,4.1,3.5,9191,1.9,Polite,Calm,Smile,Burger
47,Male,N/A,8.1,3.3,3033,2.6,Harsh,Friendly,Joy,Biryani
60,Transgender,N/A,8.8,3.2,4594,2.5,Calm,Good,Sad,Burger
14,Female,Yes,5.5,2.7,4465,1.0,Harsh,Friendly,Happy,Ice Cream
39,Male,N/A,5.6,3.0,13544,2.5,Polite,Calm,Happy,Salad
53,Transgender,N/A,4.8,3.9,11663,1.4,Polite,Good,Sad,Burger
24,Transgender,N/A,8.0,2.7,1325,0.9,Rude,Friendly,Joy,Salad
57,Transgender,N/A,8.0,2.0,12434,1.3,Polite,Good,Smile,Burger
29,Male,N/A,6.4,4.0,3655,2.3,Harsh,Calm,Joy,Salad
42,Female,NA,7.6,2.3,3806,2.7,Polite,Calm,Smile,Biryani
48,Female,Yes,7.1,1.2,5728,2.8,Harsh,Calm,Sad,Smoothie
16,Male,N/A,5.1,3.6,12044,1.6,Harsh,Calm,Happy,Biryani
19,Male,N/A,4.5,2.4,10824,0.5,Polite,Good,Happy,Pizza
17,Transgender,N/A,8.7,1.8,5378,1.2,Rude,Calm,Smile,Pasta
43,Female,No,6.9,2.5,2893,2.0,Calm,Good,Happy,Sushi
31,Female,No,6.3,2.1,6882,1.5,Polite,Good,Smile,Smoothie
32,Female,Yes,6.4,0.9,4995,2.6,Harsh,Calm,Smile,Sushi
14,Male,N/A,4.4,2.0,5484,0.4,Harsh,Good,Joy,Pizza
19,Transgender,N/A,6.5,1.7,6593,0.3,Calm,Good,Sad,Pizza
13,Female,Yes,7.9,3.3,3578,0.9,Rude,Calm,Sad,Biryani
36,Male,N/A,7.4,2.2,1902,0.7,Rude,Friendly,Smile,Dosa
49,Transgender,N/A,8.6,2.9,14208,2.4,Polite,Good,Happy,Pasta
28,Male,N/A,4.7,1.2,4859,1.6,Harsh,Friendly,Joy,Ice Cream
55,Male,N/A,8.8,0.7,7450,0.9,Rude,Calm,Smile,Sushi
21,Male,N/A,7.3,3.1,2116,1.1,Polite,Friendly,Happy,Pasta
53,Female,NA,8.1,1.9,9813,2.9,Rude,Good,Sad,Sushi
27,Female,Yes,7.8,2.3,2969,2.4,Polite,Good,Happy,Fried Rice
54,Female,NA,7.4,1.9,1487,1.7,Calm,Good,Joy,Smoothie
56,Transgender,N/A,7.4,0.8,14536,1.7,Harsh,Friendly,Happy,Burger
37,Male,N/A,5.8,3.9,9250,0.1,Calm,Good,Smile,Fried Rice
44,Transgender,N/A,7.4,0.7,7394,0.8,Harsh,Friendly,Joy,Ice Cream
45,Male,N/A,7.7,1.3,1562,2.9,Rude,Friendly,Sad,Sushi
32,Male,N/A,6.6,2.5,12115,2.2,Harsh,Calm,Joy,Smoothie
14,Female,No,5.2,3.2,7866,2.5,Rude,Friendly,Happy,Dosa
22,Transgender,N/A,7.4,3.0,11199,0.2,Polite,Calm,Sad,Smoothie
32,Female,NA,8.5,2.3,12814,1.5,Polite,Good,Sad,Ice Cream
26,Female,No,4.4,2.5,14796,1.1,Harsh,Friendly,Joy,Pasta
58,Female,Yes,6.6,2.4,4078,2.5,Rude,Good,Joy,Burger
48,Transgender,N/A,6.6,2.0,6936,0.2,Calm,Friendly,Sad,Dosa
57,Male,N/A,8.3,1.9,4119,1.4,Polite,Good,Sad,Burger
48,Female,Yes,7.3,3.7,14524,1.6,Rude,Calm,Joy,Smoothie
18,Male,N/A,5.0,2.3,10080,1.6,Harsh,Calm,Happy,Biryani
26,Transgender,N/A,5.1,0.9,9321,0.8,Calm,Good,Joy,Biryani
15,Transgender,N/A,4.6,3.9,4198,0.5,Harsh,Good,Sad,Ice Cream
42,Male,N/A,5.2,3.3,3789,0.3,Rude,Good,Smile,Salad
40,Male,N/A,7.3,3.9,6836,2.8,Rude,Good,Joy,Fried Rice
57,Transgender,N/A,6.7,3.9,5399,1.5,Polite,Calm,Sad,Salad
30,Female,No,8.5,2.0,4667,0.1,Rude,Calm,Happy,Pasta
60,Transgender,N/A,4.6,1.3,12899,1.7,Calm,Friendly,Happy,Pasta
49,Transgender,N/A,4.8,2.5,9189,2.7,Rude,Friendly,Joy,Fried Rice
25,Male,N/A,4.7,3.1,4243,0.9,Harsh,Calm,Happy,Smoothie
46,Transgender,N/A,8.9,2.0,3200,1.5,Harsh,Calm,Sad,Fried Rice
34,Male,N/A,8.4,3.9,13976,3.0,Harsh,Calm,Happy,Salad
34,Transgender,N/A,8.4,2.1,13613,0.7,Calm,Calm,Sad,Pasta
34,Transgender,N/A,8.4,0.8,4892,2.5,Rude,Good,Sad,Biryani
52,Male,N/A,8.0,2.5,7501,2.3,Rude,Friendly,Smile,Sushi
33,Female,Yes,6.6,2.3,5218,1.0,Calm,Calm,Happy,Fried Rice
48,Female,Yes,4.2,0.6,9968,2.5,Polite,Good,Joy,Sushi
59,Male,N/A,6.3,2.4,9695,0.0,Calm,Good,Joy,Salad
43,Female,NA,7.0,2.1,8007,1.7,Polite,Friendly,Happy,Ice Cream
21,Male,N/A,5.2,1.9,13638,2.8,Calm,Friendly,Smile,Smoothie
44,Female,No,5.9,2.3,6180,1.9,Polite,Friendly,Happy,Pizza
35,Transgender,N/A,8.6,3.8,8656,2.4,Calm,Calm,Joy,Salad
55,Female,NA,7.4,2.3,2273,2.5,Rude,Calm,Joy,Biryani
50,Female,NA,8.3,3.0,9744,2.0,Calm,Friendly,Smile,Smoothie
18,Female,NA,5.6,1.5,6120,0.8,Rude,Friendly,Smile,Biryani
27,Female,No,7.0,1.0,6686,0.9,Polite,Calm,Smile,Ice Cream
56,Male,N/A,7.1,2.7,6841,1.8,Harsh,Calm,Joy,Ice Cream
24,Female,Yes,7.4,3.4,7171,1.5,Harsh,Calm,Sad,Smoothie
21,Male,N/A,8.6,2.1,7687,0.8,Harsh,Calm,Happy,Dosa
58,Female,Yes,7.5,2.4,3996,1.4,Calm,Good,Smile,Dosa
50,Transgender,N/A,5.9,1.1,12120,0.2,Polite,Calm,Smile,Salad
26,Male,N/A,5.8,3.8,11757,2.1,Harsh,Friendly,Happy,Fried Rice
36,Male,N/A,7.9,1.6,7605,1.6,Polite,Good,Smile,Dosa
57,Transgender,N/A,4.4,1.5,4515,3.0,Rude,Good,Joy,Smoothie
26,Female,No,8.6,2.6,11359,2.3,Rude,Good,Happy,Biryani
40,Female,NA,8.2,1.0,5432,0.7,Harsh,Friendly,Joy,Salad
31,Female,NA,8.4,3.3,4243,0.3,Harsh,Calm,Happy,Biryani
49,Male,N/A,8.4,3.2,13145,1.4,Rude,Good,Joy,Pizza
50,Transgender,N/A,4.2,1.8,10311,2.8,Rude,Good,Sad,Pasta
47,Female,Yes,6.1,2.0,2580,2.6,Harsh,Good,Happy,Burger
43,Transgender,N/A,5.0,1.4,3536,2.8,Polite,Friendly,Happy,Ice Cream
24,Female,No,5.6,3.3,12162,2.1,Calm,Friendly,Smile,Dosa
45,Transgender,N/A,8.7,3.6,1575,0.1,Calm,Good,Happy,Sushi
23,Female,Yes,5.9,2.0,3271,1.2,Harsh,Good,Joy,Burger
51,Male,N/A,6.3,2.0,5551,1.3,Calm,Friendly,Joy,Biryani
38,Female,NA,4.9,3.6,6880,0.7,Harsh,Calm,Joy,Dosa
56,Female,No,6.9,2.4,1404,2.1,Calm,Good,Happy,Fried Rice
21,Female,NA,6.9,0.7,13205,2.4,Rude,Calm,Smile,Pasta
20,Male,N/A,6.9,4.0,7676,2.0,Rude,Friendly,Happy,Fried Rice
33,Transgender,N/A,8.3,3.1,4081,2.8,Rude,Friendly,Smile,Ice Cream
47,Female,Yes,5.4,2.4,12595,0.3,Harsh,Good,Sad,Pasta
27,Male,N/A,8.4,3.4,14656,0.1,Rude,Calm,Sad,Salad
55,Male,N/A,5.5,1.2,5500,0.6,Polite,Good,Sad,Pasta
48,Male,N/A,5.3,3.7,5808,0.4,Rude,Good,Joy,Smoothie
57,Female,No,5.3,1.9,6912,2.0,Rude,Calm,Happy,Fried Rice
17,Transgender,N/A,6.5,2.2,10406,2.6,Polite,Friendly,Happy,Fried Rice
43,Male,N/A,7.2,3.1,11385,1.1,Polite,Good,Happy,Pizza
55,Female,Yes,5.7,1.9,5796,1.2,Calm,Calm,Sad,Pasta
22,Transgender,N/A,6.3,2.1,10605,0.4,Rude,Calm,Sad,Pizza
27,Male,N/A,7.7,3.2,10930,2.0,Calm,Friendly,Joy,Sushi
56,Female,No,8.2,1.7,2765,2.4,Rude,Good,Sad,Sushi
36,Female,NA,5.6,1.8,6462,1.1,Harsh,Good,Smile,Pasta
23,Male,N/A,5.9,2.8,3548,0.6,Harsh,Calm,Sad,Biryani
30,Transgender,N/A,7.1,2.4,10745,1.3,Calm,Friendly,Joy,Ice Cream
27,Transgender,N/A,8.3,1.1,10127,2.9,Polite,Friendly,Smile,Smoothie
34,Female,No,7.5,2.4,3125,0.5,Calm,Calm,Happy,Biryani
58,Female,NA,8.7,3.0,7985,1.2,Polite,Good,Happy,Sushi
25,Transgender,N/A,7.4,2.9,4513,2.3,Harsh,Calm,Sad,Fried Rice
55,Female,No,8.0,2.6,3457,0.7,Calm,Calm,Smile,Pizza
22,Transgender,N/A,8.2,3.9,2119,0.6,Rude,Calm,Sad,Salad
34,Transgender,N/A,8.6,1.2,14453,2.7,Harsh,Friendly,Joy,Smoothie
56,Male,N/A,8.1,3.5,4310,1.4,Polite,Good,Joy,Fried Rice
27,Transgender,N/A,5.8,3.2,11777,2.0,Polite,Friendly,Joy,Fried Rice
45,Transgender,N/A,8.6,1.2,6120,1.2,Harsh,Good,Joy,Burger
19,Transgender,N/A,4.7,2.5,14861,2.8,Polite,Friendly,Sad,Sushi
16,Transgender,N/A,6.1,1.3,3926,2.8,Rude,Good,Sad,Burger
52,Male,N/A,7.2,3.6,9598,1.0,Polite,Calm,Happy,Smoothie
38,Male,N/A,6.4,4.0,12557,2.4,Rude,Friendly,Sad,Dosa
47,Transgender,N/A,7.1,0.7,1251,1.0,Rude,Friendly,Happy,Dosa
54,Female,NA,8.5,2.6,10922,0.4,Harsh,Good,Happy,Burger
42,Male,N/A,7.1,2.0,1061,0.4,Harsh,Friendly,Sad,Salad
28,Female,NA,8.2,1.7,10717,2.7,Rude,Good,Happy,Smoothie
52,Male,N/A,6.6,3.6,3760,1.4,Rude,Friendly,Joy,Pasta
33,Female,No,7.2,3.7,2892,2.6,Harsh,Good,Sad,Dosa
43,Female,Yes,7.0,1.8,11778,2.2,Rude,Calm,Joy,Ice Cream
40,Female,No,8.7,1.9,3229,1.0,Polite,Friendly,Joy,Pizza
53,Female,Yes,6.1,2.1,2570,1.6,Calm,Calm,Smile,Pizza
23,Female,Yes,4.6,3.1,12805,0.5,Harsh,Friendly,Joy,Sushi
18,Male,N/A,6.6,3.7,7385,1.1,Polite,Good,Joy,Burger
15,Female,NA,5.4,3.6,8358,2.3,Calm,Friendly,Smile,Salad
58,Transgender,N/A,5.0,4.0,13835,0.3,Calm,Calm,Sad,Pizza
51,Transgender,N/A,8.7,3.1,12312,1.8,Harsh,Friendly,Smile,Ice Cream
30,Female,No,8.2,3.5,9064,0.7,Harsh,Friendly,Smile,Ice Cream
32,Transgender,N/A,4.1,3.4,4830,1.0,Polite,Friendly,Joy,Biryani
22,Female,Yes,4.1,1.8,3310,1.8,Harsh,Good,Smile,Burger
58,Female,No,8.5,1.9,13413,0.2,Calm,Good,Happy,Pasta
23,Transgender,N/A,7.6,3.2,3871,2.0,Harsh,Good,Happy,Sushi
13,Transgender,N/A,8.4,2.2,14196,1.6,Polite,Friendly,Happy,Pizza
54,Male,N/A,5.5,3.0,9639,2.9,Harsh,Calm,Smile,Biryani
39,Male,N/A,6.3,2.9,4042,2.7,Calm,Good,Sad,Pizza
13,Male,N/A,6.4,0.5,14757,2.6,Calm,Calm,Joy,Fried Rice
24,Female,NA,8.5,0.8,1356,1.2,Harsh,Calm,Happy,Fried Rice
54,Transgender,N/A,7.2,3.7,10006,0.1,Harsh,Good,Sad,Fried Rice
52,Male,N/A,5.0,2.1,2229,0.1,Rude,Good,Sad,Smoothie
57,Female,No,6.6,2.0,4564,1.0,Harsh,Good,Smile,Sushi
48,Transgender,N/A,8.1,4.0,3960,2.8,Polite,Calm,Happy,Fried Rice
20,Transgender,N/A,4.4,0.9,6088,1.3,Rude,Calm,Happy,Ice Cream
55,Male,N/A,8.9,1.0,10155,1.4,Calm,Good,Joy,Sushi
36,Transgender,N/A,6.4,1.5,6703,2.3,Calm,Calm,Sad,Pizza
51,Male,N/A,5.3,2.4,9464,0.9,Harsh,Friendly,Smile,Biryani
42,Male,N/A,4.3,2.3,10218,1.7,Polite,Good,Happy,Pizza
18,Transgender,N/A,6.7,2.8,4707,1.5,Harsh,Calm,Joy,Biryani
49,Male,N/A,7.1,1.5,2698,0.7,Rude,Friendly,Happy,Fried Rice
17,Male,N/A,5.6,0.7,10737,2.1,Harsh,Friendly,Happy,Fried Rice
26,Transgender,N/A,5.0,1.0,8907,1.7,Polite,Calm,Smile,Burger
60,Male,N/A,8.7,3.2,7378,1.3,Calm,Friendly,Smile,Biryani
23,Female,No,4.0,0.7,1425,2.8,Harsh,Calm,Joy,Dosa
36,Male,N/A,6.6,1.6,9007,0.8,Harsh,Good,Joy,Salad
55,Male,N/A,8.2,0.7,12537,2.2,Harsh,Friendly,Smile,Sushi
27,Male,N/A,6.6,1.1,5981,0.5,Rude,Calm,Joy,Salad
58,Female,Yes,4.1,3.7,13221,1.8,Polite,Good,Happy,Burger
15,Female,No,8.7,0.8,5200,1.7,Harsh,Friendly,Smile,Biryani
33,Male,N/A,4.4,4.0,7313,1.1,Rude,Friendly,Sad,Burger
31,Female,Yes,8.3,3.9,1600,1.8,Harsh,Friendly,Happy,Pizza
14,Male,N/A,8.8,3.5,10803,1.5,Calm,Friendly,Joy,Sushi
15,Female,No,6.2,2.1,12234,2.9,Rude,Good,Happy,Biryani
25,Transgender,N/A,5.4,1.1,2828,0.2,Calm,Calm,Joy,Salad
21,Transgender,N/A,5.2,3.1,10848,0.2,Calm,Good,Joy,Smoothie
48,Female,No,5.3,2.5,10809,0.6,Rude,Good,Joy,Ice Cream
33,Female,Yes,4.3,3.5,10137,1.4,Calm,Calm,Joy,Sushi
20,Transgender,N/A,5.0,1.2,13823,1.9,Polite,Friendly,Joy,Smoothie
47,Female,NA,5.1,2.7,12601,0.3,Rude,Calm,Smile,Ice Cream
34,Female,NA,7.2,0.6,2237,1.4,Polite,Good,Smile,Pasta
55,Male,N/A,8.0,1.3,6468,3.0,Rude,Friendly,Joy,Ice Cream
55,Male,N/A,5.8,3.4,13990,0.6,Rude,Good,Sad,Fried Rice
13,Male,N/A,6.9,1.3,7643,0.4,Rude,Friendly,Happy,Ice Cream
14,Transgender,N/A,8.4,2.7,13063,1.8,Rude,Friendly,Smile,Burger
57,Male,N/A,5.5,0.6,13304,2.5,Polite,Calm,Happy,Ice Cream
26,Male,N/A,4.8,1.7,9379,2.1,Harsh,Calm,Happy,Sushi
59,Male,N/A,7.0,2.3,4220,0.8,Calm,Calm,Sad,Burger
56,Male,N/A,7.5,1.5,14497,0.7,Calm,Friendly,Joy,Pizza
26,Male,N/A,4.7,3.1,11188,1.2,Harsh,Calm,Joy,Burger
41,Female,No,8.2,2.2,7282,2.8,Calm,Calm,Smile,Biryani
32,Male,N/A,5.8,2.8,1933,1.3,Polite,Calm,Joy,Pasta
51,Female,No,8.1,2.7,14413,1.2,Rude,Calm,Sad,Sushi
52,Male,N/A,8.3,0.6,4080,0.3,Calm,Calm,Smile,Ice Cream
28,Transgender,N/A,4.8,2.4,13009,0.3,Harsh,Good,Sad,Biryani
47,Transgender,N/A,8.0,2.0,9060,1.1,Polite,Friendly,Happy,Sushi
15,Transgender,N/A,4.7,3.8,14667,1.4,Rude,Calm,Happy,Fried Rice
55,Female,No,6.9,1.5,13076,2.8,Rude,Calm,Smile,Fried Rice
55,Female,No,4.9,1.4,5034,1.1,Rude,Good,Smile,Smoothie
27,Male,N/A,7.9,2.8,14130,2.3,Polite,Friendly,Joy,Ice Cream
31,Male,N/A,6.5,2.0,8079,1.8,Calm,Good,Joy,Ice Cream
27,Female,No,7.7,0.8,1972,2.9,Rude,Friendly,Joy,Salad
27,Male,N/A,4.2,3.0,11481,1.9,Calm,Friendly,Smile,Ice Cream
55,Transgender,N/A,6.9,2.5,7103,2.5,Calm,Calm,Sad,Salad
20,Male,N/A,6.2,1.7,8932,1.9,Rude,Calm,Sad,Sushi
32,Male,N/A,6.7,2.3,9440,1.7,Harsh,Good,Smile,Burger
46,Female,Yes,6.4,3.5,8032,2.4,Rude,Calm,Happy,Ice Cream
51,Transgender,N/A,8.2,0.8,11141,0.9,Polite,Calm,Joy,Biryani
51,Female,Yes,6.3,2.9,2337,0.7,Calm,Calm,Joy,Pasta
14,Male,N/A,7.6,2.8,6346,1.4,Rude,Calm,Joy,Pasta
56,Female,Yes,4.9,2.9,3925,1.8,Polite,Calm,Happy,Pizza
42,Female,No,7.0,3.1,7262,1.9,Harsh,Good,Happy,Biryani
28,Female,NA,4.9,1.0,3763,2.4,Calm,Good,Sad,Pasta
44,Transgender,N/A,7.7,1.0,9303,0.8,Harsh,Friendly,Joy,Smoothie
27,Female,Yes,5.4,1.6,14763,0.1,Harsh,Good,Smile,Sushi
48,Female,No,8.7,2.9,12022,1.9,Harsh,Friendly,Joy,Pizza
15,Female,No,7.0,1.7,10661,0.5,Polite,Calm,Smile,Smoothie
14,Female,No,5.3,3.1,9865,2.4,Polite,Friendly,Happy,Ice Cream
32,Male,N/A,7.7,2.5,7513,2.2,Calm,Good,Smile,Salad
44,Male,N/A,7.1,2.1,13782,0.4,Calm,Good,Happy,Pizza
15,Female,No,5.6,3.0,8505,1.6,Polite,Good,Joy,Ice Cream
36,Male,N/A,5.8,0.8,9009,2.8,Polite,Calm,Smile,Burger
37,Male,N/A,7.0,2.7,2238,0.5,Calm,Friendly,Sad,Smoothie
22,Female,Yes,5.9,4.0,6827,2.2,Calm,Friendly,Sad,Biryani
55,Male,N/A,4.4,1.8,1614,2.5,Calm,Friendly,Smile,Sushi
27,Male,N/A,5.3,1.4,13540,0.9,Harsh,Calm,Smile,Sushi
23,Transgender,N/A,5.7,3.2,7857,0.2,Rude,Friendly,Joy,Burger
56,Transgender,N/A,7.8,2.6,13098,2.0,Harsh,Friendly,Smile,Pizza
17,Female,NA,7.7,1.7,6864,0.0,Polite,Calm,Happy,Pasta
37,Transgender,N/A,7.9,3.0,4469,1.8,Rude,Calm,Happy,Pizza
16,Male,N/A,5.3,1.8,9362,1.1,Polite,Calm,Happy,Pizza
35,Transgender,N/A,5.4,1.7,14952,2.6,Harsh,Good,Happy,Sushi
31,Male,N/A,8.4,3.8,12674,2.2,Harsh,Calm,Smile,Salad
50,Female,NA,6.0,3.4,1012,2.0,Harsh,Friendly,Sad,Biryani
14,Transgender,N/A,6.4,2.3,13780,1.7,Polite,Friendly,Sad,Pasta
32,Transgender,N/A,4.2,0.8,9030,0.9,Calm,Friendly,Joy,Pasta
41,Female,Yes,8.0,3.3,9196,0.6,Calm,Calm,Smile,Pasta
25,Female,Yes,4.2,1.4,1465,0.3,Rude,Calm,Joy,Biryani
32,Transgender,N/A,8.0,1.9,6398,2.2,Calm,Friendly,Happy,Pizza
48,Transgender,N/A,8.2,2.9,4265,1.6,Calm,Good,Smile,Biryani
23,Male,N/A,5.7,2.5,6429,1.7,Polite,Friendly,Sad,Ice Cream
25,Transgender,N/A,8.7,3.2,11158,0.2,Rude,Good,Happy,Salad
44,Transgender,N/A,5.8,1.9,6862,1.9,Harsh,Good,Joy,Pizza
17,Female,No,5.1,2.7,9481,1.3,Calm,Friendly,Smile,Burger
19,Female,NA,7.5,1.2,9453,1.0,Rude,Good,Sad,Pizza
46,Transgender,N/A,5.3,2.9,13566,2.2,Polite,Calm,Happy,Fried Rice
27,Female,Yes,6.4,1.9,14546,1.9,Rude,Calm,Happy,Dosa
24,Transgender,N/A,9.0,3.8,9553,2.5,Polite,Good,Smile,Dosa
35,Transgender,N/A,8.6,2.6,12974,1.2,Rude,Good,Smile,Fried Rice
46,Female,Yes,5.2,3.2,4875,2.7,Harsh,Good,Happy,Smoothie
15,Transgender,N/A,4.4,1.1,6017,0.6,Rude,Friendly,Sad,Pasta
33,Transgender,N/A,6.1,0.8,12374,1.6,Polite,Calm,Joy,Fried Rice
25,Transgender,N/A,4.1,3.4,9823,1.7,Rude,Friendly,Smile,Dosa
31,Female,No,6.7,0.9,11495,1.8,Rude,Friendly,Sad,Pizza
36,Male,N/A,8.1,1.7,2514,1.4,Calm,Friendly,Joy,Salad
